App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
CQ: Lost In Transmission,GAME,4.2,4,61,10,Free,0,Everyone,Action,13-May-18,1.1,4.4 and up
Palavras la cq,GAME,3.9,783,3.4,"100,000",Free,0,Everyone,Trivia,18-Oct-14,1,2.3.3 and up
Gunship Modern Combat 3D,GAME,4.2,3247,26,"500,000",Free,0,Teen,Action,25-Jul-17,1.05,2.3 and up
Sniper Killer Shooter,GAME,4,119368,19,"10,000,000",Free,0,Teen,Action,21-Feb-17,1.1.4,2.3 and up
Snowboard Racing Free Fun Game,GAME,3.8,4552,43,"100,000",Free,0,Everyone,Racing,26-Oct-16,1.4.0,2.3.3 and up
Toughest Game Ever 2,GAME,4.6,293086,,"5,000,000",Free,0,Everyone,Action,22-Oct-15,8.1,4.0.3 and up
RIDE ZERO,GAME,4.6,8778,36,"100,000",Free,0,Teen,Music,2-Jan-18,1.3.1,4.3 and up
Critical Strike CS: Counter Terrorist Online FPS,GAME,4.3,22773,,"1,000,000",Free,0,Mature 17+,Action,3-Aug-18,4.84,4.1 and up
Assault Line CS Online Fps Go,GAME,4.1,52163,70,"1,000,000",Free,0,Mature 17+,Action,13-Jul-16,1.1.2,2.3 and up
Standoff 2,GAME,4.5,299046,47,"10,000,000",Free,0,Mature 17+,Action,12-Jul-18,0.9.5,4.1 and up
Counter Online FPS Game,GAME,4.2,41089,42,"5,000,000",Free,0,Teen,Action,25-Jul-18,2.7,4.1 and up
Combat Strike CS 🔫 Counter Terrorist Attack FPS💣,GAME,4.1,1019,39,"100,000",Free,0,Teen,Action,23-Jul-18,1.0.7,4.1 and up
Ultimate Quiz for CS:GO - Skins | Cases | Players,GAME,4.5,2526,22,"100,000",Free,0,Everyone,Trivia,14-Feb-18,1.3.0,4.1 and up
Аim Training for CS,GAME,3.6,2328,12,"100,000",Free,0,Everyone,Action,25-Oct-14,1.8,2.3 and up
Sniper Traning for CS GO,GAME,3.2,655,14,"50,000",Free,0,Teen,Action,18-May-16,1.0.2,4.0 and up
Your rank CS:GO,GAME,4.1,4946,7.5,"100,000",Free,0,Teen,Trivia,16-Jul-17,1.82,4.0.3 and up
Mobile CS:GO,GAME,3.1,1015,643k,"100,000",Free,0,Everyone,Action,11-Nov-15,1.3,2.3.3 and up
Counter Terrorist Gun Strike CS: Special Forces,GAME,4.2,211,44,"10,000",Free,0,Teen,Action,18-Aug-17,1.1,2.3 and up
Shooter Sniper CS - FPS Games,GAME,3.5,14823,40,"1,000,000",Free,0,Teen,Action,15-Feb-17,4,2.3 and up
CS16Client,GAME,4.3,8668,9.1,"500,000",Free,0,Teen,Action,1-Apr-17,1.33,1.5 and up
Counter Attack - Multiplayer FPS,GAME,4.3,112565,32,"1,000,000",Free,0,Teen,Action,21-Jul-18,1.1.97,4.4 and up
What's Your CS:GO rank?,GAME,2.3,278,2.4,"10,000",Free,0,Teen,Trivia,11-Feb-17,1,2.3 and up
Map Callouts for CS:GO,GAME,4.3,211,3.6,"50,000",Free,0,Everyone,Action,26-Jan-18,2.1,4.0.3 and up
Quiz CS:GO players,GAME,4.4,460,31,"50,000",Free,0,Everyone,Trivia,23-Jun-18,4.2,4.0.3 and up
Puzzle for CS:GO,GAME,4.3,247,18,"10,000",Free,0,Everyone,Word,16-Sep-16,1.53,4.0.3 and up
CT-REMOTE,GAME,3.3,19,1.6,100,Paid,$4.49 ,Everyone,Action,10-Feb-15,1.4,2.3 and up
CT-ART 4.0 (Chess Tactics 1200-2400 ELO),GAME,4.8,8191,,"100,000",Free,0,Everyone,Board,22-May-18,1.1.0,4.1 and up
Moto Rider,GAME,4.2,115176,24,"10,000,000",Free,0,Teen,Racing,15-Jun-18,1.2.1,4.0 and up
Shadow Fight 2,GAME,4.6,10981850,88,"100,000,000",Free,0,Everyone 10+,Action,2-Jul-18,1.9.38,3.0 and up
Crazy Wheels,GAME,4,121082,7,"10,000,000",Free,0,Teen,Adventure,17-Jan-18,1.0.7,2.1 and up
Cartoon Wars: Blade,GAME,4.4,165656,38,"5,000,000",Free,0,Teen,Arcade,7-Feb-18,1.1.0,2.3 and up
Racing CX,GAME,NaN,4,20,500,Free,0,Everyone,Racing,6-Jun-17,1,2.2 and up
Freecell CY,GAME,4,387,1.1,"50,000",Free,0,Everyone,Card,16-Apr-11,1.3.3,1.6 and up
Cytus II,GAME,4.7,16851,81,"100,000",Paid,$1.99 ,Everyone 10+,Music,3-Aug-18,1.5.0,4.4 and up
Cytus,GAME,4.7,541732,20,"5,000,000",Free,0,Everyone,Music,9-Feb-18,10.0.10,2.3 and up
Shadowverse CCG,GAME,4.2,47340,61,"1,000,000",Free,0,Teen,Card,30-Jul-18,2.2.15,4.1 and up
SuperBikers 2,GAME,3.9,6200,,"500,000",Free,0,Everyone 10+,Racing,6-Jul-18,Varies with device,Varies with device
Dan the Man: Action Platformer,GAME,4.8,528550,73,"10,000,000",Free,0,Teen,Arcade,26-Jul-18,1.2.6,4.1 and up
Geometry Dash SubZero,GAME,4.6,260527,49,"10,000,000",Free,0,Everyone,Arcade,21-Dec-17,1,4.0 and up
Metal Soldiers 2,GAME,4.4,153649,,"10,000,000",Free,0,Teen,Action,18-Jun-18,1.11.2,4.1 and up
Quiz TRUE or FALSE,GAME,4.6,2464,34,"50,000",Free,0,Everyone,Trivia,13-Feb-18,1.1,4.1 and up
Run Sausage Run!,GAME,4.4,276105,,"10,000,000",Free,0,Everyone 10+,Arcade,1-Aug-18,Varies with device,4.1 and up
Knife Hit,GAME,4.5,462614,60,"10,000,000",Free,0,Everyone,Arcade,22-May-18,1.7.2,4.0.3 and up
The Visitor,GAME,4.1,39895,25,"5,000,000",Free,0,Mature 17+,Adventure,2-Jan-18,1.2.3,4.1 and up
Just Dance Now,GAME,4.2,794058,56,"10,000,000",Free,0,Everyone,Music,12-Jun-18,2.3.0,4.4 and up
DRAGON BALL LEGENDS,GAME,4.6,338742,48,"5,000,000",Free,0,Teen,Action,3-Aug-18,1.11.0,6.0 and up
DB Ultra Saiyan Battle,GAME,4.5,33,44,"1,000",Free,0,Everyone 10+,Action,25-Jul-18,1.3.7,2.3 and up
Injustice 2,GAME,4.3,504765,36,"5,000,000",Free,0,Teen,Action,30-Jul-18,2.4.1,4.4 and up
Injustice: Gods Among Us,GAME,4.4,2440877,32,"10,000,000",Free,0,Teen,Action,14-Jun-18,2.21,4.0 and up
Ultimate DC Challenge,GAME,4.5,937,35,"10,000",Free,0,Everyone,Trivia,19-Oct-17,2.14.5e,4.0.3 and up
Justice League Action Run,GAME,4.3,22333,9.7,"1,000,000",Free,0,Everyone 10+,Action,7-Aug-18,2.01,4.3 and up
Quiz DC,GAME,1.4,33,3.1,"1,000",Free,0,Everyone,Trivia,25-Dec-17,1.1,4.1 and up
MARVEL Contest of Champions,GAME,4.3,2468915,92,"50,000,000",Free,0,Teen,Action,30-Jul-18,19.1.0,4.0.3 and up
MARVEL Avengers Academy,GAME,4.2,304106,,"10,000,000",Free,0,Teen,Adventure,6-Aug-18,2.8.2,4.0.3 and up
DC Universe Quiz,GAME,4.3,11,23,500,Free,0,Everyone,Trivia,22-May-18,3.2.7z,4.0.3 and up
Power Rangers: Legacy Wars,GAME,4.3,264755,91,"10,000,000",Free,0,Teen,Action,17-Jul-18,2.2.1,4.0 and up
WDAMAGE: Car Crash Engine,GAME,3.8,47386,96,"1,000,000",Free,0,Everyone,Racing,6-Jun-18,31,4.2 and up
Word Search multilingual,GAME,4.2,32849,1.5,"1,000,000",Free,0,Everyone,Word,30-Sep-15,2.2.13,2.3 and up
Piano Free - Keyboard with Magic Tiles Music Games,GAME,4.5,785622,,"50,000,000",Free,0,Everyone,Music,29-Jun-18,1.35.2,4.1 and up
Racing in Car 2,GAME,4.3,234589,38,"50,000,000",Free,0,Everyone,Racing,22-Nov-16,1,2.3.3 and up
Bike Racing 3D,GAME,4.2,951435,14,"50,000,000",Free,0,Everyone,Racing,17-Jan-18,2.2,2.1 and up
Truck Driver Cargo,GAME,4.1,257531,44,"10,000,000",Free,0,Everyone 10+,Racing,18-Jan-18,7,4.1 and up
Checkers,GAME,4.5,375996,3.3,"10,000,000",Free,0,Everyone,Board,6-Aug-18,1.48.0,4.1 and up
Scratch Logo Quiz. Challenging brain puzzle,GAME,3.3,152102,18,"10,000,000",Free,0,Teen,Trivia,30-Jun-18,4.16,4.1 and up
DF Squid,GAME,NaN,1,14,100,Free,0,Everyone,Board,12-Dec-13,1,2.3 and up
DG Mobile,GAME,4.3,59,1.4,"1,000",Free,0,Everyone,Board,8-Apr-17,0.1.10.0,2.3 and up
Destroy Gunners Σ,GAME,4.4,10786,21,"1,000,000",Free,0,Everyone,Arcade,14-Jan-17,1.02,4.0.3 and up
DH Texas Poker - Texas Hold'em,GAME,4.4,562345,,"10,000,000",Free,0,Teen,Casino,23-Jul-18,Varies with device,Varies with device
DEER HUNTER CLASSIC,GAME,4.4,3941129,77,"50,000,000",Free,0,Teen,Action,16-Jul-18,3.12.0,3.0 and up
DEER HUNTER RELOADED,GAME,4.3,314774,43,"5,000,000",Free,0,Teen,Action,16-Sep-13,3.8.2,2.1 and up
DH Pineapple Poker OFC,GAME,4.2,1878,20,"100,000",Free,0,Teen,Casino,9-Nov-17,1.0.13,3.0 and up
Call of Mini™ Dino Hunter,GAME,4.2,326042,10,"10,000,000",Free,0,Teen,Action,6-Jun-14,3.1.7,3.0 and up
Bike Mayhem Free,GAME,4.3,331692,,"10,000,000",Free,0,Everyone,Racing,27-Mar-18,Varies with device,4.0.3 and up
Car Crash III Beam DH Real Damage Simulator 2018,GAME,3.6,151,100,"10,000",Free,0,Everyone,Racing,20-May-18,1.03,4.1 and up
DEER HUNTER CHALLENGE,GAME,3.7,38767,4.1,"5,000,000",Free,0,Everyone 10+,Action,11-Apr-11,1.4.3,2.0 and up
Defender,GAME,4.6,152395,14,"10,000,000",Free,0,Everyone 10+,Action,22-Jul-16,1.1.9,2.3 and up
Texas HoldEm Poker Deluxe,GAME,4.5,396090,26,"10,000,000",Free,0,Teen,Casino,30-May-18,1.7.0,4.0.3 and up
Deck Heroes: Legacy,GAME,4.7,466495,52,"10,000,000",Free,0,Teen,Card,16-Jul-18,11.7.5,2.3.3 and up
Shred! Downhill Mountainbiking,GAME,3.9,41683,63,"1,000,000",Free,0,Everyone,Arcade,2-Feb-17,1.67,2.3 and up
Archery Physics Objects Destruction Apple shooter,GAME,4.5,6026,39,"100,000",Free,0,Teen,Action,7-Jul-18,1.04,4.1 and up
Fancy Pants Adventures,GAME,4.7,55952,61,"1,000,000",Free,0,Everyone 10+,Arcade,13-Jul-17,1.0.10,4.1 and up
Lep's World 3 🍀🍀🍀,GAME,4.3,771001,52,"50,000,000",Free,0,Everyone 10+,Action,11-Jun-18,2.0.1.3,4.1 and up
Robbery Bob,GAME,4.5,617732,44,"10,000,000",Free,0,Everyone 10+,Action,29-Jul-18,1.18.4,4.1 and up
Nyan Cat: Lost In Space,GAME,4.5,371318,90,"10,000,000",Free,0,Everyone 10+,Arcade,8-Jun-18,10.1.6,4.1 and up
DK Quiz,GAME,4.4,1628,34,"50,000",Free,0,Everyone,Trivia,10-Apr-14,1.3,2.3 and up
Super DK vs Kong Brother Advanced Free Classic,GAME,3.8,66,38,"10,000",Free,0,Everyone,Arcade,17-Jul-18,1.2,4.1 and up
DM EVOLUTION,GAME,2.5,450,97,"10,000",Free,0,Everyone,Card,23-Jul-18,2.0.9,4.1 and up
DM Adventure,GAME,NaN,0,11,10,Free,0,Everyone,Adventure,18-Jun-18,1.0.4,2.3 and up
Destiny Ninja Shall we date otome games love story,GAME,4.4,13079,30,"500,000",Free,0,Everyone 10+,Adventure,20-Apr-18,1.6.2,4.0 and up
Free Poker Games : Downtown Casino - Texas Holdem,GAME,4.5,2032,50,"50,000",Free,0,Teen,Card,5-Jun-18,0.1.27,4.1 and up
NARUTO X BORUTO NINJA VOLTAGE,GAME,4.4,267395,71,"5,000,000",Free,0,Everyone 10+,Action,19-Jul-18,1.1.7,4.4 and up
Does not Commute,GAME,4,154108,78,"5,000,000",Free,0,Everyone,Racing,13-Oct-15,1.4.2,2.3 and up
Kung Fu Do Fighting,GAME,4,271214,,"10,000,000",Free,0,Teen,Arcade,25-Jul-18,Varies with device,Varies with device
How well do you know me?,GAME,3.9,1290,6.4,"100,000",Free,0,Everyone,Word,26-Jul-18,2.3.0,4.1 and up
Dude Perfect 2,GAME,4.5,401648,70,"10,000,000",Free,0,Everyone,Action,12-Apr-17,1.6.1,4.0.3 and up
Endless Ducker,GAME,4.5,8193,41,"500,000",Free,0,Everyone,Arcade,16-Sep-16,1.0.7,4.0.3 and up
that's lit,GAME,4.7,1115,39,"100,000",Free,0,Everyone,Arcade,7-Jul-17,1,4.3 and up
Dash Quest Heroes,GAME,4.3,8432,59,"500,000",Free,0,Everyone 10+,Adventure,16-Jul-18,1.4.0,4.1 and up
Jungle book-The Great Escape,GAME,3.9,2362,25,"100,000",Free,0,Everyone,Action,17-Jul-13,1.3,2.3 and up
Bunny Skater,GAME,4.2,139432,4.7,"10,000,000",Free,0,Everyone,Adventure,20-Nov-13,1.5,2.1 and up
The Walking Zombie: Dead City,GAME,4.6,58575,96,"1,000,000",Free,0,Teen,Action,21-Feb-18,2.55,4.1 and up
Dr. Parking 4,GAME,4.4,475369,13,"50,000,000",Free,0,Everyone,Racing,6-Mar-18,1.14,4.0.3 and up
Dr. Driving 2,GAME,4.6,358633,19,"10,000,000",Free,0,Everyone,Racing,3-May-18,1.32,4.0.3 and up
Dr. Parker : Parking Simulator,GAME,4.5,14253,81,"1,000,000",Free,0,Everyone,Racing,18-Jan-18,3.1,4.0 and up
Dr. Parker : Real car parking simulation,GAME,4.6,15829,95,"1,000,000",Free,0,Everyone,Racing,24-Jul-18,1.29,4.0 and up
Dr. Rocket,GAME,4,42182,3.4,"1,000,000",Free,0,Everyone,Arcade,6-Jan-18,1.11,4.1 and up
Dr. Dominoes,GAME,4,2700,5.7,"500,000",Free,0,Everyone,Board,3-Jan-18,1.06,4.1 and up
Dr. Gomoku,GAME,3.9,85317,4.5,"5,000,000",Free,0,Everyone,Board,15-Jan-18,1.54,4.0.3 and up
Dr. Chess,GAME,4.1,97209,6.7,"1,000,000",Free,0,Everyone,Board,14-Jan-18,1.41,4.0.3 and up
Dr Dre - Beatmaker,GAME,4.3,146,6,"10,000",Free,0,Mature 17+,Music,28-Feb-18,5.3.8,4.0 and up
Dr. Splorchy Presents Space Heroes,GAME,4.6,18,31,100,Paid,$4.99 ,Mature 17+,Adventure,23-Jul-18,1,7.0 and up
Dr Driving Racer,GAME,4.3,183,68,"10,000",Free,0,Everyone,Racing,14-Jun-18,2.1,4.1 and up
Dr. Shogi,GAME,3.3,19291,5.1,"1,000,000",Free,0,Everyone,Board,2-Jan-18,1.24,4.1 and up
DraStic DS Emulator,GAME,4.6,87766,12,"1,000,000",Paid,$4.99 ,Everyone,Action,19-Jul-16,r2.5.0.3a,2.3 and up
NDS Emulator - For Android 6,GAME,4.1,14002,19,"1,000,000",Free,0,Everyone,Arcade,26-Jul-18,pb1.0.0.1,4.0.3 and up
Free DS Emulator,GAME,4.1,22896,19,"1,000,000",Free,0,Everyone,Arcade,26-Jul-18,pb1.0.0.1,4.0.3 and up
nds4droid,GAME,3.4,107778,8.8,"10,000,000",Free,0,Everyone,Arcade,12-Feb-16,47,2.3.3 and up
MegaNDS (NDS Emulator),GAME,3.4,2218,11,"500,000",Free,0,Everyone,Arcade,18-Oct-17,2,4.0 and up
EmuBox - Fast Retro Emulator,GAME,3.9,1576,43,"50,000",Free,0,Everyone,Arcade,5-Aug-18,2.1.1,4.1 and up
Simple x3DS Emulator - BETA,GAME,NaN,0,,"50,000",Free,0,Everyone,Arcade,13-Jun-18,Varies with device,Varies with device
DS Tower Defence,GAME,3.2,768,1.4,"100,000",Free,0,Everyone,Arcade,5-Jun-13,1,1.5 and up
RetroArch,GAME,3.8,21423,84,"1,000,000",Free,0,Everyone,Action,4-May-18,1.7.3,2.3 and up
Riptide GP: Renegade,GAME,4.7,4328,,"100,000",Paid,$2.99 ,Everyone 10+,Racing,1-Jun-18,1.2.1,4.1 and up
Wheelie Challenge,GAME,4.6,137338,51,"5,000,000",Free,0,Everyone,Racing,13-Jul-18,1.44,4.1 and up
Dirt Trackin Sprint Cars,GAME,3.8,499,47,"10,000",Paid,$3.99 ,Everyone,Racing,10-May-18,1.0.13,5.0 and up
Sword of Chaos - Lame du Chaos,GAME,4.5,23599,96,"100,000",Free,0,Teen,Action,1-Jun-18,11.0.2,4.0 and up
Hotel Insanity,GAME,4.2,3816,31,"100,000",Free,0,Teen,Arcade,7-Jul-16,1,3.0 and up
Retro City Rampage DX,GAME,4.7,416,16,"10,000",Paid,$2.99 ,Teen,Action,12-Jan-17,1.0.5,4.0 and up
Shoot! DX - lights for FREE,GAME,NaN,4,,100,Free,0,Everyone,Action,23-Jun-18,Varies with device,Varies with device
Santa's Monster Shootout DX,GAME,5,4,33,50,Paid,$1.99 ,Teen,Action,15-Aug-13,1.05,2.2 and up
American Sniper City Fight Shooting Assassin,GAME,4.1,395,54,"50,000",Free,0,Teen,Action,24-Nov-17,1.4,2.3 and up
Street Skater 3D,GAME,3.6,120852,21,"10,000,000",Free,0,Teen,Action,24-Oct-17,1.1,4.0.3 and up
DZ-JOKER,GAME,NaN,6,18,100,Free,0,Everyone,Arcade,4-May-17,1,2.3 and up
Super ball DZ,GAME,NaN,24,32,"1,000",Free,0,Teen,Action,21-Sep-17,1.0.4,4.1 and up
Ludo Dz,GAME,4.5,17,28,500,Free,0,Everyone,Board,27-Aug-17,1,4.1 and up
Need for Speed™ No Limits,GAME,4.4,3344300,22,"50,000,000",Free,0,Everyone 10+,Racing,24-Jul-18,2.12.1,4.1 and up
Lost Journey (Dreamsky),GAME,4.5,32344,29,"1,000,000",Paid,$0.99 ,Everyone,Adventure,21-Oct-16,1.3.12,3.0 and up
Peggle Blast,GAME,4.1,166251,19,"5,000,000",Free,0,Everyone,Card,11-Dec-17,2.16.0,4.0.3 and up
Heroes of Dragon Age,GAME,4.2,70389,28,"1,000,000",Free,0,Teen,Action,9-May-18,5.3.1,2.3.3 and up
SCRABBLE,GAME,3.9,172281,50,"5,000,000",Free,0,Everyone,Word,1-Aug-18,5.27.0.729,4.1 and up
Asphalt Xtreme: Rally Racing,GAME,4.5,567984,39,"10,000,000",Free,0,Everyone,Racing,16-Jul-18,1.7.3b,4.0.3 and up
League of Stickman 2018- Ninja Arena PVP(Dreamsky),GAME,4.4,32496,99,"1,000,000",Paid,$0.99 ,Teen,Action,3-Jul-18,5.3.3,2.3 and up
Modern Combat 5: eSports FPS,GAME,4.3,2903386,58,"100,000,000",Free,0,Mature 17+,Action,24-Jul-18,3.2.1c,4.0 and up
Mass Effect: Andromeda APEX HQ,GAME,3.4,4490,92,"100,000",Free,0,Everyone 10+,Action,21-Sep-17,1.18.1,4.1 and up
Mirror’s Edge™ Companion,GAME,3.4,1995,43,"100,000",Free,0,Everyone,Action,28-Jun-16,1.2.2,4.4 and up
Stickman Legends: Shadow Wars,GAME,4.4,38419,100,"1,000,000",Paid,$0.99 ,Everyone 10+,Action,3-Aug-18,2.3.24,4.1 and up
Gear.Club - True Racing,GAME,4.4,140658,37,"1,000,000",Free,0,Everyone,Racing,1-Aug-18,1.21.2,4.3 and up
Mental Hospital:EB 2 Lite,GAME,4.1,5341,8.8,"100,000",Free,0,Teen,Action,30-Apr-14,1,4.0 and up
EC Mover,GAME,5,5,4.6,10,Free,0,Everyone,Racing,1-Aug-18,1.11,4.0.3 and up
EF Jumper,GAME,NaN,4,5.1,100,Free,0,Everyone,Arcade,13-Jul-17,Build 12,2.2 - 7.1.1
E.G. Chess Free,GAME,4,505,23,"10,000",Free,0,Everyone,Board,6-Dec-14,1.0.28,2.3 and up
E.G. Chess,GAME,4.3,56,23,"1,000",Paid,$0.99 ,Everyone,Board,6-Dec-14,1.0.28,2.3 and up
L.A. Crime Stories 2 Mad City Crime,GAME,4.2,3946,42,"100,000",Free,0,Teen,Racing,30-Mar-17,1.04,2.3 and up
LA Stories 4 New Order Sandbox 2018,GAME,4.2,17453,99,"1,000,000",Free,0,Mature 17+,Racing,1-Jun-18,1.06,2.3 and up
L.A. Crime Stories Mad City Crime,GAME,4,30008,99,"1,000,000",Free,0,Mature 17+,Racing,30-Mar-17,1.26,2.3 and up
Miraculous Ladybug & Cat Noir - The Official Game,GAME,4.5,185382,99,"10,000,000",Free,0,Everyone,Action,30-Jul-18,1.0.6,4.4 and up
Betul Ke Bohong Eh?,GAME,4.2,601,6.4,"100,000",Free,0,Everyone,Trivia,3-Apr-15,1.0.1,2.3 and up
Eh Amego!,GAME,3.8,13388,7.1,"500,000",Free,0,Everyone,Arcade,24-Aug-15,2.0.5,2.2 and up
MazeMilitia Classic Multiplayer Shooting Game,GAME,4.4,1294,44,"50,000",Free,0,Mature 17+,Action,8-Mar-18,1.2,4.1 and up
ZOMBIE RIPPER,GAME,3.7,16073,94,"500,000",Free,0,Mature 17+,Action,14-Nov-17,1.4,4.0 and up
Horror Hospital,GAME,3.7,63986,26,"1,000,000",Free,0,Teen,Action,10-Oct-17,6,2.3 and up
Mad Skills Motocross,GAME,4,32522,44,"1,000,000",Free,0,Everyone,Racing,25-Jan-16,1.2.0,2.0 and up
Pineapple Pen,GAME,4.3,157264,65,"10,000,000",Free,0,Everyone,Arcade,30-Dec-16,1.31,4.0.3 and up
Guess The Emoji,GAME,4.5,76627,23,"5,000,000",Free,0,Everyone,Word,3-Jul-18,8.16g,4.2 and up
Camping RV Caravan Parking 3D,GAME,3.3,5290,48,"500,000",Free,0,Everyone,Racing,18-Dec-14,1.3,2.3 and up
Grand Bat Superhero Flying Assault Rescue Mission,GAME,4.4,1094,37,"500,000",Free,0,Teen,Action,9-Jul-18,1.1,4.1 and up
Zombie Frontier,GAME,4.2,326689,20,"10,000,000",Free,0,Teen,Action,30-May-18,1.31,4.2 and up
RUN JUMP RUN-fun games for free,GAME,4.4,661,42,"100,000",Free,0,Everyone,Action,20-Apr-18,1.5.2,3.0 and up
Tamago egg,GAME,3,49,7.1,"5,000",Free,0,Everyone,Trivia,31-Oct-17,1.0.1,2.3.3 and up
Let's Poke The Egg,GAME,3.4,9051,23,"1,000,000",Free,0,Everyone,Arcade,4-Feb-17,1.2,2.3 and up
Survival: Prison Escape,GAME,4,127810,33,"10,000,000",Free,0,Mature 17+,Action,1-Aug-18,1.8.8,4.4 and up
TAMAGO Monsters Returns,GAME,4.1,104583,37,"1,000,000",Free,0,Everyone,Arcade,18-Aug-16,3.45,2.3 and up
Traffic Sniper Counter Attack,GAME,4.3,5339,38,"1,000,000",Free,0,Teen,Action,5-Dec-17,1,2.3 and up
Rope Superhero Unlimited,GAME,4.4,6735,26,"1,000,000",Free,0,Mature 17+,Action,10-May-17,1.1,2.3 and up
Extreme Super Car Driving 3D,GAME,3.9,23104,48,"1,000,000",Free,0,Everyone,Racing,5-Aug-15,2.2,2.3.3 and up
Fast Racing Car Simulator,GAME,3.8,8482,45,"1,000,000",Free,0,Everyone,Racing,10-Aug-15,1.3,2.3.3 and up
Beach Head Shooting Assault,GAME,3.8,555,44,"100,000",Free,0,Teen,Action,2-Mar-18,1,4.0 and up
Stickman Warriors Heroes 2,GAME,4.4,13714,41,"1,000,000",Free,0,Everyone 10+,Action,15-Apr-17,1.0.4,4.0.3 and up
Dead Target Zombie Shooting US Sniper Killer Squad,GAME,4.3,240,65,"50,000",Free,0,Teen,Action,3-Oct-17,1.0.2,4.0 and up
Dubai Racing,GAME,4.2,16237,23,"500,000",Free,0,Everyone,Racing,23-Dec-15,1.9.1,2.3 and up
WIZARD Card Game,GAME,4,48,4.1,"1,000",Paid,$1.99 ,Everyone,Card,15-Dec-14,1.0.141215,2.1 and up
Robot Fighting Games™ - Real Boxing Champions 3D,GAME,4.4,30,47,"5,000",Free,0,Everyone,Action,2-Jul-18,1.1,4.1 and up
Ghost Hunting camera,GAME,3.5,3048,24,"500,000",Free,0,Teen,Action,6-Mar-17,1.1,2.3 and up
Santa Panda Bubble Christmas,GAME,4.1,101,31,"10,000",Free,0,Everyone,Arcade,14-Mar-17,1.5,4.0 and up
Racing Moto,GAME,4.3,697805,7.4,"50,000,000",Free,0,Everyone,Racing,3-Jul-18,1.2.13,3.0 and up
Train Racing Games 3D 2 Player,GAME,4.3,192374,56,"10,000,000",Free,0,Everyone,Racing,9-Jan-18,Varies with device,5.0 and up
Adivina el cantante de Trap y Reggaeton,GAME,4.5,1914,24,"100,000",Free,0,Everyone,Trivia,29-Jun-18,3.6.7z,4.0.3 and up
Fernanfloo,GAME,4.8,526595,49,"10,000,000",Free,0,Everyone 10+,Arcade,26-Jun-18,2.9,4.0.3 and up
Adivina el Emoji,GAME,NaN,2536,32,"100,000",Free,0,Everyone,Trivia,2-Oct-16,1,4.0.3 and up
The Game of Life,GAME,4.4,18652,63,"100,000",Paid,$2.99 ,Everyone,Board,4-Jul-18,2.1.2,4.4 and up
Red Hands – 2-Player Games,GAME,4.2,93608,,"10,000,000",Free,0,Everyone,Action,9-Feb-18,Varies with device,Varies with device
Get 'Em,GAME,4.1,7904,21,"500,000",Free,0,Everyone 10+,Action,26-Oct-16,1.6.7,4.0.3 and up
Live Hold’em Pro Poker - Free Casino Games,GAME,4.6,1123190,,"10,000,000",Free,0,Teen,Card,7-Aug-18,Varies with device,Varies with device
Beach Shoot Em Up: Head Hunter,GAME,4.4,1218,15,"500,000",Free,0,Everyone 10+,Action,6-Mar-18,1.0.9,2.3 and up
Stick 'Em Up 2 Starter Edition,GAME,3.8,2102,40,"100,000",Free,0,Everyone 10+,Action,11-Sep-15,1.1.3,4.0.3 and up
Shoot`Em Down: Shooting game,GAME,3.9,7972,88,"500,000",Free,0,Teen,Action,12-Aug-17,56,4.1 and up
Texas Hold’em Poker + | Social,GAME,3.5,4416,59,"500,000",Free,0,Teen,Casino,18-Jan-17,2.1.7,4.0.3 and up
PlayTexas Hold'em Poker Free,GAME,3.8,3543,,"1,000,000",Free,0,Teen,Card,10-Mar-18,Varies with device,Varies with device
HAWK – Force of an Arcade Shooter. Shoot 'em up,GAME,4.6,190274,46,"5,000,000",Free,0,Everyone,Arcade,9-Jul-18,Varies with device,4.1 and up
Texas Hold'em Poker,GAME,3.6,12846,14,"1,000,000",Free,0,Teen,Casino,29-Dec-17,3.3,4.1 and up
Poker Equity Calculator Pro for No Limit Hold'em,GAME,4,21,14,"5,000",Paid,$0.99 ,Everyone,Card,10-Sep-17,1.3,5.0 and up
Poker Live! 3D Texas Hold'em,GAME,4.3,6143,37,"100,000",Free,0,Teen,Casino,25-Jul-18,Varies with device,4.0.3 and up
Fun Texas Hold'em Poker,GAME,4.5,32831,24,"500,000",Free,0,Teen,Casino,12-May-17,17.05.11,4.0.3 and up
Dragonplay™ Poker Texas Holdem,GAME,4.5,197979,,"1,000,000",Free,0,Teen,Card,7-Aug-18,Varies with device,Varies with device
Punch em,GAME,4.1,2208,4.4,"500,000",Free,0,Everyone,Arcade,24-May-18,2.0.8,4.1 and up
Zynga Poker – Texas Holdem,GAME,4.4,1986068,52,"50,000,000",Free,0,Teen,Casino,25-Jul-18,21.54,4.1 and up
Boyaa Poker (En) – Social Texas Hold’em,GAME,4.3,71468,51,"1,000,000",Free,0,Teen,Card,12-Jun-18,5.8.0,4.1 and up
World Series of Poker – WSOP Free Texas Holdem,GAME,4.5,910051,76,"10,000,000",Free,0,Teen,Card,2-Aug-18,5.11.0,4.1 and up
Texas Holdem Poker Pro,GAME,4.5,114479,26,"5,000,000",Free,0,Teen,Card,20-Dec-17,4.7.0,3.0 and up
